TASK,TYPE,ITEM_ID,ANNOTATOR_ID,TIME,SYSTEM_0,SCORE_0_A,SCORE_0_B,SYSTEM_1,SCORE_1_A,SCORE_1_B,SYSTEM_2,SCORE_2_A,SCORE_2_B,SYSTEM_3,SCORE_3_A,SCORE_3_B,SYSTEM_4,SCORE_4_A,SCORE_4_B
WMT08 Spanish-English News,RANK,812,18,220,rbmt3,3,,ucb,1,,saar,5,,limsi,2,,rbmt5,4,
WMT08 Spanish-English News,RANK,862,18,34,limsi,1,,cmu-smt,1,,rbmt4,1,,uedin,5,,cued-contrast,1,
WMT08 Spanish-English News,RANK,62,11,173,rbmt6,2,,cmu-smt,3,,cued-contrast,2,,cued,3,,saar,4,
WMT08 Spanish-English News,RANK,1112,11,51,rbmt5,1,,uedin,2,,limsi,2,,saar,1,,rbmt4,1,
WMT08 Spanish-English News,RANK,1055,11,35,rbmt3,2,,limsi,4,,cued,4,,rbmt4,1,,ucb,3,
WMT08 Spanish-English News,RANK,112,11,75,cued-contrast,5,,limsi,4,,uedin,4,,rbmt3,2,,rbmt4,3,
WMT08 Spanish-English News,RANK,60,11,73,cmu-smt,1,,rbmt4,4,,uedin,3,,rbmt3,2,,rbmt6,5,
WMT08 Spanish-English News,RANK,949,11,81,uedin,3,,ucb,4,,rbmt4,1,,cmu-smt,2,,limsi,5,
WMT08 Spanish-English News,RANK,662,11,120,rbmt5,5,,cmu-smt,2,,rbmt4,1,,limsi,3,,rbmt6,4,
WMT08 Spanish-English News,RANK,120,11,52,rbmt6,5,,rbmt5,4,,cmu-smt,1,,ucb,2,,limsi,3,
WMT08 Spanish-English News,RANK,723,11,132,cued,3,,cued-contrast,3,,rbmt3,2,,rbmt6,3,,rbmt4,1,
WMT08 Spanish-English News,RANK,1112,11,35,rbmt5,4,,uedin,4,,limsi,3,,saar,1,,rbmt4,2,
WMT08 Spanish-English News,RANK,1452,0,55,ucb,1,,rbmt6,5,,cued-contrast,2,,limsi,3,,rbmt5,4,
WMT08 Spanish-English News,RANK,1562,0,34,cued,2,,saar,2,,uedin,2,,cued-contrast,1,,rbmt6,3,
WMT08 Spanish-English News,RANK,1383,0,83,rbmt3,2,,cued,1,,uedin,4,,rbmt4,5,,cmu-smt,3,
WMT08 Spanish-English News,RANK,612,0,41,limsi,5,,cued,5,,rbmt6,5,,uedin,5,,rbmt3,5,
WMT08 Spanish-English News,RANK,105,0,97,rbmt4,4,,cued-contrast,3,,ucb,2,,saar,5,
WMT08 Spanish-English News,RANK,762,0,68,limsi,1,,cued,3,,ucb,2,,rbmt4,2,,rbmt3,1,
WMT08 Spanish-English News,RANK,36,0,217,rbmt3,3,,rbmt4,1,,rbmt6,2,,upc,5,,cued-contrast,4,
WMT08 Spanish-English News,RANK,1162,0,11,saar,1,,rbmt5,1,,rbmt4,1,,rbmt6,1,,rbmt3,1,
WMT08 Spanish-English News,RANK,1074,0,75,rbmt4,5,,uedin,3,,rbmt5,2,,ucb,1,,rbmt6,4,
WMT08 Spanish-English News,RANK,1562,0,61,cued,2,,saar,2,,uedin,2,,cued-contrast,1,,rbmt6,3,
WMT08 Spanish-English News,RANK,1762,76,46,saar,3,,rbmt6,1,,upc,2,,limsi,3,,ucb,2,
WMT08 Spanish-English News,RANK,2043,76,138,limsi,3,,cmu-smt,3,,rbmt5,3,,upc,3,,saar,3,
WMT08 Spanish-English News,RANK,12,76,115,rbmt5,2,,upc,2,,ucb,3,,uedin,3,,rbmt4,1,
WMT08 Spanish-English News,RANK,440,76,67,ucb,2,,rbmt5,1,,limsi,2,,uedin,2,,rbmt3,2,
WMT08 Spanish-English News,RANK,162,76,81,rbmt4,3,,rbmt6,3,,upc,3,,saar,3,,limsi,3,
WMT08 Spanish-English News,RANK,1326,81,173,rbmt4,3,,ucb,4,,saar,3,,upc,4,,cued-contrast,4,
WMT08 Spanish-English News,RANK,1207,81,659,upc,3,,ucb,3,,cued-contrast,3,,rbmt4,3,,cued,3,
WMT08 Spanish-English News,RANK,1112,81,79,cued-contrast,2,,rbmt6,2,,rbmt4,3,,ucb,4,,rbmt5,3,
WMT08 Spanish-English News,RANK,1007,81,132,rbmt6,4,,saar,4,,cued-contrast,5,,limsi,4,,ucb,4,
WMT08 Spanish-English News,RANK,1062,81,62,ucb,4,,rbmt3,5,,upc,4,,cued,4,,cued-contrast,4,
WMT08 Spanish-English News,RANK,1094,81,71,rbmt4,4,,uedin,1,,saar,3,,upc,1,,rbmt6,2,
WMT08 Spanish-English News,RANK,1312,81,393,saar,1,,ucb,4,,rbmt5,3,,cued-contrast,3,,rbmt4,3,
WMT08 Spanish-English News,RANK,1962,81,105,rbmt5,4,,cued-contrast,3,,upc,3,,rbmt3,2,,ucb,2,
WMT08 Spanish-English News,RANK,419,81,18,upc,1,,cued-contrast,2,,cued,1,,limsi,1,,rbmt5,1,
WMT08 Spanish-English News,RANK,1207,81,61,upc,3,,ucb,3,,cued-contrast,2,,rbmt4,1,,cued,2,
WMT08 Spanish-English News,RANK,300,8,11,rbmt3,1,,saar,1,,rbmt4,1,,upc,1,,cmu-smt,1,
WMT08 Spanish-English News,RANK,1994,8,77,uedin,4,,cued,4,,rbmt3,4,,upc,3,,cmu-smt,4,
WMT08 Spanish-English News,RANK,612,8,39,rbmt4,4,,ucb,4,,cmu-smt,4,,upc,5,,limsi,3,
WMT08 Spanish-English News,RANK,1262,8,55,ucb,3,,limsi,1,,rbmt6,2,,rbmt4,3,,rbmt3,3,
WMT08 Spanish-English News,RANK,62,8,103,upc,5,,uedin,4,,limsi,5,,cued-contrast,4,,cued,4,
WMT08 Spanish-English News,RANK,1190,8,27,rbmt4,1,,cued,2,,saar,3,,rbmt5,4,,upc,5,
WMT08 Spanish-English News,RANK,813,8,9,cued-contrast,5,,rbmt6,4,,upc,3,,rbmt4,1,,ucb,2,
WMT08 Spanish-English News,RANK,1741,8,29,cmu-smt,2,,uedin,1,,rbmt4,4,,rbmt5,3,
WMT08 Spanish-English News,RANK,262,8,22,cued-contrast,2,,cued,2,,upc,2,,rbmt4,1,,rbmt5,1,
WMT08 Spanish-English News,RANK,300,8,6,rbmt3,1,,saar,1,,rbmt4,1,,upc,1,,cmu-smt,1,
WMT08 Spanish-English News,RANK,212,98,36,cmu-smt,4,,cued,2,,rbmt6,3,,upc,1,,rbmt5,5,
WMT08 Spanish-English News,RANK,1889,98,43,limsi,1,,saar,5,,rbmt5,2,,cued,3,,rbmt6,1,
WMT08 Spanish-English News,RANK,750,98,71,saar,1,,rbmt6,4,,rbmt3,2,,rbmt5,5,,upc,3,
WMT08 Spanish-English News,RANK,772,98,88,uedin,1,,cmu-smt,5,,upc,5,,rbmt5,4,,rbmt4,2,
WMT08 Spanish-English News,RANK,1462,98,51,upc,5,,limsi,4,,rbmt6,3,,saar,1,,uedin,2,
WMT08 Spanish-English News,RANK,712,98,42,upc,2,,cued,4,,rbmt5,3,,uedin,5,,rbmt3,1,
WMT08 Spanish-English News,RANK,1062,98,66,upc,5,,cued-contrast,4,,cued,3,,cmu-smt,2,,rbmt4,1,
WMT08 Spanish-English News,RANK,1854,98,38,rbmt4,2,,cmu-smt,3,,cued-contrast,1,,cued,4,,limsi,5,
WMT08 Spanish-English News,RANK,1158,98,44,cued,1,,saar,1,,upc,1,,rbmt3,1,,rbmt6,1,
WMT08 Spanish-English News,RANK,212,98,56,cmu-smt,2,,cued,1,,rbmt6,4,,upc,3,,rbmt5,5,
WMT08 Spanish-English News,RANK,788,97,93,uedin,4,,ucb,5,,rbmt6,4,,cued-contrast,4,,upc,5,
WMT08 Spanish-English News,RANK,1262,97,61,ucb,3,,cmu-smt,1,,rbmt5,2,,limsi,2,,rbmt6,5,
WMT08 Spanish-English News,RANK,512,97,133,ucb,5,,rbmt4,4,,limsi,3,,cmu-smt,4,,cued-contrast,3,
WMT08 Spanish-English News,RANK,1475,97,158,cued-contrast,4,,cmu-smt,4,,ucb,4,,uedin,4,,rbmt6,4,
WMT08 Spanish-English News,RANK,1912,97,131,uedin,4,,rbmt3,1,,rbmt5,2,,cmu-smt,5,,limsi,5,
WMT08 Spanish-English News,RANK,683,97,65,rbmt5,4,,uedin,3,,rbmt6,4,,cued-contrast,1,,limsi,2,
WMT08 Spanish-English News,RANK,509,97,138,cmu-smt,3,,uedin,5,,limsi,3,,rbmt4,1,,rbmt6,2,
WMT08 Spanish-English News,RANK,812,97,174,cued-contrast,4,,saar,1,,rbmt4,3,,rbmt6,2,,cmu-smt,5,
WMT08 Spanish-English News,RANK,1119,97,150,uedin,4,,upc,5,,cued-contrast,3,,rbmt5,2,,rbmt3,2,
WMT08 Spanish-English News,RANK,1262,97,66,ucb,4,,cmu-smt,5,,rbmt5,1,,limsi,2,,rbmt6,4,
WMT08 Spanish-English News,RANK,998,93,360,ucb,4,,saar,5,,uedin,1,,rbmt6,2,,cued-contrast,3,
WMT08 Spanish-English News,RANK,1824,93,1200,cued,5,,cmu-smt,4,,uedin,3,,rbmt4,1,,rbmt5,2,
WMT08 Spanish-English News,RANK,1712,93,111,cued,3,,rbmt6,1,,uedin,2,,cued-contrast,3,,limsi,4,
WMT08 Spanish-English News,RANK,1562,93,247,ucb,4,,saar,2,,upc,3,,cued,1,,uedin,1,
WMT08 Spanish-English News,RANK,137,93,537,ucb,1,,cued-contrast,2,,rbmt5,4,,rbmt4,5,,upc,3,
WMT08 Spanish-English News,RANK,1505,93,198,cued,5,,ucb,4,,rbmt4,3,,rbmt5,2,,upc,1,
WMT08 Spanish-English News,RANK,362,93,282,uedin,4,,rbmt4,5,,rbmt6,3,,cmu-smt,1,,cued-contrast,2,
WMT08 Spanish-English News,RANK,627,93,344,rbmt5,1,,saar,2,,ucb,3,,cmu-smt,5,,cued,4,
WMT08 Spanish-English News,RANK,1412,93,139,cued,2,,rbmt6,3,,saar,2,,rbmt4,1,,cued-contrast,2,
WMT08 Spanish-English News,RANK,1824,93,356,cued,4,,cmu-smt,3,,uedin,5,,rbmt4,2,,rbmt5,1,
WMT08 Spanish-English News,RANK,412,79,34,limsi,3,,saar,1,,uedin,4,,ucb,5,,rbmt5,2,
WMT08 Spanish-English News,RANK,561,79,37,limsi,3,,cmu-smt,5,,ucb,2,,rbmt3,4,,uedin,1,
WMT08 Spanish-English News,RANK,1712,79,27,upc,1,,rbmt5,2,,rbmt6,2,,uedin,3,,limsi,5,
WMT08 Spanish-English News,RANK,1525,79,53,rbmt5,5,,saar,1,,rbmt6,2,,ucb,1,,uedin,1,
WMT08 Spanish-English News,RANK,1062,79,45,limsi,2,,ucb,2,,saar,1,,rbmt6,2,,rbmt4,2,
WMT08 Spanish-English News,RANK,1762,79,82,rbmt4,2,,rbmt3,5,,rbmt6,1,,rbmt5,4,,uedin,3,
WMT08 Spanish-English News,RANK,1822,79,603,ucb,5,,cmu-smt,5,,upc,5,,limsi,5,,rbmt6,5,
WMT08 Spanish-English News,RANK,1148,79,90,rbmt5,1,,ucb,3,,upc,3,,uedin,3,,saar,2,
WMT08 Spanish-English News,RANK,688,79,48,upc,5,,rbmt3,5,,ucb,5,,cmu-smt,5,,rbmt6,4,
WMT08 Spanish-English News,RANK,561,79,24,limsi,2,,cmu-smt,5,,ucb,2,,rbmt3,4,,uedin,1,
WMT08 Spanish-English News,RANK,693,108,40,rbmt4,3,,rbmt5,3,,saar,1,,upc,5,,cued,1,
WMT08 Spanish-English News,RANK,1362,108,154,rbmt6,1,,cued-contrast,3,,rbmt3,4,,rbmt5,2,,uedin,5,
WMT08 Spanish-English News,RANK,707,108,83,cued,5,,rbmt3,2,,cmu-smt,1,,rbmt5,4,,rbmt6,3,
WMT08 Spanish-English News,RANK,1069,108,59,cued-contrast,1,,rbmt3,1,,saar,5,,rbmt4,1,,cmu-smt,1,
WMT08 Spanish-English News,RANK,1415,108,43,ucb,4,,cued-contrast,3,,rbmt4,1,,rbmt3,1,,uedin,5,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3235,5,75,ucb,2,,saar,2,,rbmt6,2,,uedin,2,,rbmt5,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2142,5,91,cued-contrast,1,,rbmt4,2,,cmu-smt,2,,rbmt5,2,,saar,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1441,5,39,limsi,1,,rbmt5,1,,saar,1,,rbmt6,2,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2311,5,81,uedin,1,,limsi,2,,cmu-smt,1,,rbmt4,2,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2660,5,31,rbmt6,1,,ucb,2,,upc,1,,uedin,2,,rbmt5,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,387,5,38,cued-contrast,1,,cued,1,,upc,1,,uedin,1,,rbmt6,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,139,5,38,cued-contrast,1,,uedin,1,,rbmt4,1,,upc,2,,cmu-smt,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1807,5,25,rbmt6,1,,ucb,1,,uedin,1,,saar,1,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,379,5,29,cmu-smt,1,,upc,1,,rbmt4,2,,rbmt6,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2187,5,12,rbmt4,2,,uedin,1,,rbmt6,1,,saar,1,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,211,5,18,cmu-smt,1,,rbmt5,1,,rbmt6,2,,upc,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2196,5,10,limsi,1,,uedin,1,,rbmt5,1,,rbmt3,1,,ucb,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,618,5,52,upc,2,,rbmt3,2,,saar,1,,limsi,2,,cmu-smt,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1555,5,29,upc,2,,saar,2,,cued-contrast,2,,cued,2,,rbmt6,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,883,5,62,uedin,1,,ucb,2,,rbmt3,2,,rbmt5,2,,cmu-smt,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1723,5,37,uedin,1,,saar,1,,rbmt4,2,,rbmt3,2,,rbmt6,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1975,5,29,upc,2,,uedin,2,,saar,2,,limsi,2,,rbmt6,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1285,5,44,rbmt3,1,,upc,2,,ucb,2,,rbmt5,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2093,5,40,rbmt3,1,,rbmt6,1,,rbmt4,2,,cued,1,,ucb,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1441,5,11,limsi,1,,rbmt5,1,,saar,1,,rbmt6,1,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2212,9,101,cued-contrast,1,,uedin,1,,cmu-smt,1,,limsi,1,,rbmt3,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2791,9,44,uedin,1,,rbmt4,1,,cued,1,,ucb,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,379,9,37,cued,1,,uedin,1,,rbmt5,2,,upc,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2817,9,63,uedin,3,,ucb,3,,upc,3,,cued,2,,cmu-smt,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,883,9,47,cued,2,,uedin,2,,upc,2,,rbmt5,2,,rbmt3,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,875,9,44,uedin,2,,cued,2,,rbmt4,1,,rbmt3,2,,upc,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1518,9,74,rbmt3,3,,upc,3,,rbmt4,3,,limsi,3,,rbmt6,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,667,9,24,cmu-smt,1,,saar,1,,cued,1,,rbmt6,1,,rbmt5,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2479,9,17,upc,1,,rbmt5,2,,cued,1,,cmu-smt,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3151,9,95,cued-contrast,2,,ucb,2,,rbmt5,2,,limsi,1,,uedin,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,631,9,39,rbmt4,1,,limsi,3,,rbmt6,1,,cued,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,882,9,15,rbmt3,1,,upc,1,,cmu-smt,1,,cued,2,,limsi,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,211,9,18,rbmt5,1,,ucb,1,,limsi,1,,rbmt3,1,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3067,9,59,limsi,2,,rbmt5,2,,rbmt6,2,,cued-contrast,2,,cmu-smt,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2899,9,66,uedin,1,,rbmt6,1,,ucb,1,,rbmt3,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3098,9,23,rbmt6,1,,rbmt3,1,,cued-contrast,1,,cmu-smt,2,,ucb,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1471,9,18,cued-contrast,1,,rbmt6,1,,uedin,1,,cued,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1050,9,14,rbmt6,1,,rbmt5,1,,uedin,1,,cued,1,,cued-contrast,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3050,9,100,uedin,2,,limsi,2,,ucb,2,,rbmt5,2,,cued,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,379,9,15,cued,1,,uedin,1,,rbmt5,1,,upc,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,633,3,55,limsi,2,,rbmt4,1,,ucb,2,,cmu-smt,2,,saar,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,883,3,41,rbmt5,2,,rbmt3,2,,uedin,3,,limsi,1,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1807,3,49,rbmt4,1,,upc,1,,cmu-smt,1,,saar,1,,cued-contrast,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3319,3,14,upc,1,,uedin,1,,rbmt6,1,,ucb,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3289,3,13,limsi,1,,rbmt5,1,,cmu-smt,1,,rbmt3,2,,ucb,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,915,3,24,saar,2,,limsi,2,,rbmt4,2,,ucb,2,,upc,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3129,3,18,saar,1,,cued-contrast,1,,uedin,1,,cmu-smt,1,,rbmt5,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,265,3,35,rbmt5,2,,cued,1,,saar,1,,rbmt6,2,,cued-contrast,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,295,3,45,cued-contrast,1,,uedin,2,,saar,2,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2303,3,17,cued-contrast,1,,cmu-smt,1,,rbmt5,1,,rbmt4,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3149,3,43,rbmt6,2,,limsi,1,,upc,1,,rbmt3,2,,uedin,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3067,3,26,rbmt6,2,,limsi,2,,cued,2,,uedin,2,,upc,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1387,3,17,uedin,2,,rbmt6,1,,upc,2,,cmu-smt,2,,rbmt5,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1891,3,18,limsi,1,,saar,1,,cued-contrast,2,,upc,1,,rbmt4,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2143,3,21,rbmt6,2,,saar,2,,cued-contrast,1,,cmu-smt,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2395,3,20,limsi,1,,upc,1,,rbmt4,1,,rbmt3,3,,cued,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1135,3,31,rbmt3,1,,cued-contrast,1,,uedin,1,,cmu-smt,1,,cued,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1965,3,13,cued-contrast,1,,saar,1,,ucb,1,,rbmt4,2,,upc,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,549,3,36,cued-contrast,2,,rbmt3,2,,ucb,2,,rbmt5,1,,rbmt6,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,633,3,28,limsi,2,,rbmt4,1,,ucb,2,,cmu-smt,2,,saar,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,463,3,39,rbmt4,2,,cmu-smt,2,,ucb,2,,rbmt6,2,,uedin,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1199,3,67,rbmt5,2,,limsi,2,,rbmt3,2,,cued-contrast,2,,uedin,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3319,3,20,cued-contrast,1,,cued,1,,limsi,1,,rbmt6,1,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1269,3,39,rbmt3,1,,cmu-smt,2,,rbmt6,1,,rbmt5,1,,upc,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2815,3,27,cmu-smt,2,,ucb,2,,upc,2,,limsi,2,,rbmt3,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1528,3,28,ucb,2,,rbmt6,1,,cmu-smt,1,,rbmt5,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,822,3,15,limsi,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1292,3,14,upc,2,,rbmt3,1,,cued-contrast,1,,ucb,2,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2983,3,33,ucb,1,,saar,1,,rbmt5,2,,upc,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1807,3,26,rbmt6,1,,cued-contrast,2,,ucb,1,,upc,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,127,11,85,saar,3,,rbmt6,2,,rbmt5,3,,ucb,1,,uedin,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1555,11,47,ucb,2,,rbmt6,1,,rbmt3,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1219,11,41,saar,2,,cued-contrast,2,,cmu-smt,1,,rbmt3,2,,uedin,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1979,11,35,rbmt3,1,,cued,2,,rbmt6,1,,rbmt4,1,,uedin,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1471,11,30,cued,2,,cued-contrast,2,,limsi,2,,uedin,2,,rbmt6,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1601,11,64,uedin,1,,cued,2,,rbmt5,1,,limsi,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1135,11,19,ucb,1,,rbmt3,1,,rbmt6,1,,rbmt5,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1796,11,39,cmu-smt,1,,limsi,1,,rbmt5,3,,rbmt3,3,,cued-contrast,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,547,11,20,ucb,2,,rbmt3,3,,saar,3,,rbmt6,3,,rbmt4,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2143,11,22,ucb,2,,uedin,1,,rbmt6,2,,rbmt4,2,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2951,11,42,rbmt3,1,,limsi,2,,ucb,2,,cued-contrast,2,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2752,11,35,rbmt6,2,,cmu-smt,1,,cued-contrast,1,,limsi,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1365,11,27,cmu-smt,1,,ucb,1,,cued,1,,uedin,1,,rbmt5,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3310,11,12,rbmt3,1,,limsi,1,,cued-contrast,1,,cued,1,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3235,11,25,cued-contrast,2,,rbmt4,2,,uedin,2,,limsi,2,,rbmt6,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2647,11,37,rbmt3,2,,rbmt4,1,,cued,2,,cued-contrast,2,,ucb,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2621,11,18,uedin,2,,rbmt5,2,,cued-contrast,2,,cmu-smt,1,,cued,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,374,11,18,cued,1,,limsi,1,,uedin,1,,cued-contrast,2,,rbmt4,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1494,11,13,cued-contrast,1,,cmu-smt,1,,rbmt5,2,,rbmt6,2,,rbmt3,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1219,11,13,saar,2,,cued-contrast,2,,cmu-smt,1,,rbmt3,2,,uedin,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1555,7,38,rbmt6,2,,cmu-smt,2,,rbmt3,2,,ucb,2,,saar,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2473,7,105,rbmt3,2,,cued,1,,cmu-smt,1,,uedin,3,,rbmt5,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,43,7,13,limsi,1,,cued-contrast,1,,saar,1,,rbmt3,1,,rbmt4,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,723,7,39,rbmt5,1,,rbmt3,1,,rbmt6,1,,ucb,1,,cmu-smt,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,339,7,12,cued,1,,rbmt5,1,,rbmt4,2,,upc,1,,rbmt3,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2731,7,16,rbmt6,1,,rbmt3,1,,saar,1,,uedin,2,,cued,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2192,7,32,cmu-smt,3,,rbmt3,1,,upc,1,,cued-contrast,1,,ucb,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,3235,7,16,rbmt6,1,,cued-contrast,1,,cmu-smt,1,,cued,1,,rbmt4,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2074,7,22,ucb,2,,uedin,1,,upc,1,,limsi,1,,cued,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1471,7,12,upc,1,,uedin,1,,ucb,1,,saar,1,,limsi,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2395,7,15,upc,1,,uedin,1,,limsi,1,,cued-contrast,1,,rbmt3,3,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2160,7,26,saar,1,,rbmt5,2,,cued-contrast,2,,rbmt4,1,,cued,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2815,7,24,limsi,2,,rbmt5,1,,cued-contrast,1,,rbmt4,1,,saar,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2037,7,55,cmu-smt,1,,ucb,1,,cued,2,,rbmt6,3,,uedin,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,1482,7,18,cued-contrast,3,,rbmt6,2,,limsi,1,,rbmt3,1,,uedin,2,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,2311,7,29,ucb,1,,rbmt4,2,,cued,1,,cued-contrast,1,,rbmt6,1,
WMT08 Spanish-English News,CONSTITUENT_ACCEPT,281,7,24,saar,1,,rbmt6,1,,rbmt5,1,,ucb,1,,uedin,1,
